umap_1,umap_2,OmiqFilter
5.2408,-9.1983,CD8/Tcm
5.4257,-9.3341,CD8/Tcm
9.0539,3.0779,CD4/Tem
5.879,1.7041,CD4/Tcm
3.6815,2.7917,CD4/Tcm
2.9905,-12.023,CD8/Tnaive/Tn
8.9965,4.7245,CD4/Tem
3.9993,-11.219,CD8/Tnaive/Tn
4.0234,2.1256,CD4/Tcm
4.013,2.626,CD4/Tcm
5.6194,8.5521,CD4/Tnaive/Tn
6.0781,3.5811,CD4/Tcm
-7.0709,6.7801,Non-Plasmablasts
6.4694,8.0456,CD4/Tnaive/Tn
5.4753,-6.5022,CD8/Tem
4.2829,3.1997,CD4/Tcm
5.8253,-7.5039,CD8/Tem
4.7685,-12.895,CD8/Tnaive/Tn
3.0262,-8.9769,CD8/Temra
-6.2534,5.5303,Non-Plasmablasts
4.3085,-12.033,CD8/Tnaive/Tn
8.6625,1.0247,CD4/Tcm
8.8907,2.3198,CD4/Tcm
6.2473,2.9195,CD4/Tcm
7.4915,4.449,CD4/Tcm
6.5419,4.8868,CD4/Tcm
-7.5791,7.0596,Non-Plasmablasts
4.9301,1.232,CD4/Tem
-5.5171,7.1931,Non-Plasmablasts
7.87,0.91361,CD4/Tcm
-5.3646,7.8639,Non-Plasmablasts
5.8109,3.4084,CD4/Tcm
8.3456,3.7537,CD4/Tem
-5.1134,6.1994,Non-Plasmablasts
4.5044,4.8806,CD4/Tcm
4.9969,6.3181,CD4/Tcm
-6.5193,4.4126,Non-Plasmablasts
7.939,4.1217,CD4/Tcm
-7.4154,7.206,Non-Plasmablasts
4.7694,0.94113,CD4/Tcm
-7.9987,4.7829,Non-Plasmablasts
9.3729,1.7065,CD4/Tem
-7.4731,7.0502,Non-Plasmablasts
4.4773,7.4798,CD4/Tcm
4.6404,3.2323,CD4/Tcm
3.2188,-12.979,CD8/Tnaive/Tn
4.1003,2.7031,CD4/Tcm
5.5862,7.8504,CD4/Tnaive/Tn
5.9294,8.5364,CD4/Tnaive/Tn
4.1935,1.1135,CD4/Tcm
5.7449,5.2497,CD4/Tcm
8.0715,6.5902,CD4/Tcm
9.152,2.9091,CD4/Tcm
8.8285,4.1567,CD4/Tem
4.457,-10.172,CD8/Tcm
5.5936,4.6417,CD4/Tcm
4.9561,-10.565,CD8/Tcm
4.0374,-11.644,CD8/Tnaive/Tn
-7.8621,8.0483,Non-Plasmablasts
3.9152,-8.5477,CD8/Temra
9.0671,2.5632,CD4/Tem
8.2487,2.6581,CD4/Tcm
6.7228,6.7499,CD4/Tnaive/Tn
6.6945,1.1724,CD4/Tcm
8.6743,6.1282,CD4/Temra
3.2066,-12.92,CD8/Tnaive/Tn
7.7047,1.1046,CD4/Tem
5.2561,4.7434,CD4/Tcm
4.6625,-8.9903,CD8/Tem
-7.3216,7.9338,Non-Plasmablasts
6.1195,8.6378,CD4/Tnaive/Tn
-6.8289,8.7303,Non-Plasmablasts
-6.9334,8.0933,Non-Plasmablasts
4.9855,-9.6631,CD8/Tcm
4.852,-11.86,CD8/Tnaive/Tn
9.1641,5.3697,CD4/Tem
-7.3579,4.3476,Non-Plasmablasts
-7.0196,8.7792,Non-Plasmablasts
-6.1807,8.0024,Non-Plasmablasts
-6.9559,3.3504,Non-Plasmablasts
-7.7698,2.0342,Non-Plasmablasts
8.0682,3.7035,CD4/Tcm
-4.8785,6.9427,Non-Plasmablasts
4.8362,-11.362,CD8/Tnaive/Tn
5.4225,1.5391,CD4/Tcm
5.5678,3.2631,CD4/Tcm
5.3478,4.2005,CD4/Tcm
7.1301,6.2963,CD4/Tnaive/Tn-like
6.4752,7.1483,CD4/Tnaive/Tn
5.6833,6.0038,CD4/Tcm
4.6604,-7.5899,CD8/Tem
8.1223,1.7413,CD4/Tcm
5.6684,0.40072,CD4/Tem
-6.5551,8.0596,Non-Plasmablasts
4.6273,1.7667,CD4/Tem
4.8145,-9.7809,CD8/Tem
-8.5633,6.9518,Non-Plasmablasts
5.3673,-8.5135,CD8/Tem
-4.8857,5.2576,Non-Plasmablasts
-6.6479,7.4443,Non-Plasmablasts
3.7824,-11.411,CD8/Tcm
3.4361,-12.004,CD8/Tnaive/Tn
3.0056,-11.99,CD8/Tnaive/Tn
-6.3044,6.9615,Non-Plasmablasts
-5.4573,7.6842,Non-Plasmablasts
5.4556,4.2764,CD4/Tcm
4.9553,8.1712,CD4/Tnaive/Tn
3.8515,-12.751,CD8/Tnaive/Tn
5.0411,-8.1683,CD8/Tem
-5.8124,7.6225,Non-Plasmablasts
-5.0067,8.5532,Non-Plasmablasts
-4.0916,6.7654,Non-Plasmablasts
7.1337,0.71479,CD4/Tcm
-7.0583,8.8697,Non-Plasmablasts
4.9989,1.2329,CD4/Tcm
-6.742,7.8086,Non-Plasmablasts
-5.5914,8.3202,DCs
6.0755,7.8932,CD4/Tnaive/Tn
-8.1233,7.4114,Non-Plasmablasts
7.0277,2.1619,CD4/Tcm
5.7794,7.6846,CD4/Tnaive/Tn
-8.18,6.3425,Non-Plasmablasts
6.307,-8.1899,CD8/Tem
-5.8141,7.9664,Non-Plasmablasts
4.9276,7.7008,CD4/Tcm
4.0912,2.933,CD4/Tcm
-5.4388,6.4865,Non-Plasmablasts
8.5762,4.1035,CD4/Tem
4.5466,-12.809,CD8/Tnaive/Tn
6.643,8.0708,CD4/Tcm
8.8251,1.6238,CD4/Tem
3.5989,1.7262,CD4/Tcm
3.7826,-12.785,CD8/Tnaive/Tn
-6.9609,7.2577,Non-Plasmablasts
4.5152,4.1551,CD4/Tcm
5.8013,3.1045,CD4/Tcm
4.6406,8.2675,CD4/Tnaive/Tn
-7.0301,4.3437,Non-Plasmablasts
-5.441,6.7104,Non-Plasmablasts
-8.8813,6.5362,Non-Plasmablasts
5.6354,-8.9431,CD8/Tem
4.379,2.7152,CD4/Tcm
7.8358,3.715,CD4/Tcm
4.7169,-8.3035,CD8/Tcm
3.8048,-11.308,CD8/Tcm
-8.3597,5.8492,Non-Plasmablasts
3.1618,-9.2474,CD8/Temra
-4.46,6.5338,Non-Plasmablasts
-6.7351,8.5901,Non-Plasmablasts
4.8305,4.404,CD4/Tcm
-1.5316,-4.8786,Eosinophils
6.172,-6.7216,CD8/Tcm
-7.0524,3.5057,Non-Plasmablasts
7.0329,7.674,CD4/Tnaive/Tn
8.0255,2.9631,CD4/Tcm
-7.7067,4.0636,Non-Plasmablasts
4.1094,2.6959,CD4/Tcm
-6.8349,7.3842,Non-Plasmablasts
6.3709,2.8663,CD4/Tcm
9.1097,3.7952,CD4/Tem
7.6191,3.6511,CD4/Tcm
7.7203,2.7555,CD4/Tcm
5.1913,3.3652,CD4/Tcm
6.8397,7.2915,CD4/Tcm
5.616,-8.5465,CD8/Tcm
9.4127,3.2734,CD4/Tem
9.4344,1.1627,CD4/Tem
4.0922,-11.95,CD8/Tnaive/Tn
-5.9844,8.0886,Non-Plasmablasts
6.5152,5.6517,CD4/Tcm
5.4855,-8.4397,CD8/Tem
6.9294,1.0046,CD4/Tcm
6.3755,3.2217,CD4/Tcm
-5.6168,7.7155,Non-Plasmablasts
-7.9277,5.3582,Non-Plasmablasts
5.2707,4.3913,CD4/Tcm
4.6383,-12.675,CD8/Tnaive/Tn
4.0134,-12.234,CD8/Tnaive/Tn
-7.4401,8.1779,Non-Plasmablasts
4.8408,6.9954,CD4/Tnaive/Tn
5.2003,-7.0764,CD8/Tem
4.7008,-12.24,CD8/Tnaive/Tn
5.232,1.7824,CD4/Tcm
2.7747,-12.952,CD8/Tnaive/Tn
4.3712,3.1664,CD4/Tcm
-7.6887,3.9965,Non-Plasmablasts
5.1236,4.9053,CD4/Tcm
8.4634,3.5196,CD4/Tem
4.6303,-10.35,CD8/Tcm
-7.517,6.8456,Non-Plasmablasts
6.0626,8.6859,CD4/Tnaive/Tn
4.8321,7.2032,CD4/Tcm
-7.3839,5.6987,Non-Plasmablasts
5.0965,7.0392,CD4/Tnaive/Tn
10.118,3.4616,CD4/Tcm
-6.1813,8.2619,Non-Plasmablasts
3.6493,-11.709,CD8/Tnaive/Tn
-7.6475,3.7503,Non-Plasmablasts
-7.7994,5.9524,Non-Plasmablasts
7.8325,4.7182,CD4/Tcm
9.2204,3.6339,CD4/Tem
-6.7104,8.2338,Non-Plasmablasts
10.224,2.8096,CD4/Tem
-8.1009,2.8308,Non-Plasmablasts
5.7872,-8.1511,CD8/Tem
6.2558,8.6776,CD4/Tnaive/Tn
-8.1285,7.4089,Non-Plasmablasts
5.3476,7.3763,CD4/Tnaive/Tn
2.1127,-6.7731,CD8/Tem
3.6303,-11.674,CD8/Tnaive/Tn
9.2356,1.8199,CD4/Tcm
6.5301,2.7492,CD4/Tcm
8.7263,0.96452,CD4/Tem
-6.0745,9.3722,Non-Plasmablasts
6.0867,7.2584,CD4/Tcm
-5.5495,7.8343,Non-Plasmablasts
6.3585,8.2974,CD4/Tnaive/Tn
6.4603,8.3785,CD4/Tnaive/Tn
5.5472,7.4436,CD4/Tnaive/Tn
5.2448,4.9335,CD4/Tcm
-8.5584,4.9386,Non-Plasmablasts
5.2851,4.5865,CD4/Tcm
4.8796,2.6741,CD4/Tcm
7.188,6.9437,CD4/Tcm
-5.97,6.5728,Non-Plasmablasts
7.2514,5.2294,CD4/Tcm
6.8762,4.4064,CD4/Tnaive/Tn
4.7847,4.3973,CD4/Tcm
8.6676,0.72354,CD4/Tem
-6.7954,7.751,Non-Plasmablasts
3.3895,2.1786,CD4/Tcm
4.362,-8.2901,CD8/Tem
6.1041,3.119,CD4/Tcm
7.3873,5.1115,CD4/Tcm
4.6968,-8.0904,CD8/Tem
-7.4306,2.6014,Non-Plasmablasts
6.9187,2.5689,CD4/Tem
7.0557,5.9304,CD4/Tcm
6.7418,2.273,CD4/Tcm
3.2732,-12.276,CD8/Tnaive/Tn
5.2617,-7.9075,CD8/Tem
6.9228,7.9455,CD4/Tnaive/Tn
-7.1958,7.2398,Non-Plasmablasts
8.9656,2.0707,CD4/Tcm
-5.4826,8.3189,Non-Plasmablasts
6.5919,7.3888,CD4/Tcm
-7.8686,6.2248,Non-Plasmablasts
-6.4159,7.8164,Non-Plasmablasts
6.1347,8.2326,CD4/Tnaive/Tn
5.9836,-6.6358,CD8/Tem
3.5916,1.0621,CD4/Tem
5.1103,7.28,CD4/Tnaive/Tn
4.9927,4.0241,CD4/Tcm
-4.8187,7.3657,Non-Plasmablasts
5.6161,-9.1846,CD8/Tem
5.6743,-8.3297,CD8/Tem
-7.3733,5.9147,Non-Plasmablasts
3.6771,-12.423,CD8/Tnaive/Tn
5.9498,7.0758,CD4/Tnaive/Tn
-5.8719,8.8664,Non-Plasmablasts
4.0277,-9.6316,CD8/Temra
-6.4337,3.7231,Non-Plasmablasts
9.5322,2.6694,CD4/Tem
8.9447,2.0405,CD4/Tcm
6.2479,7.769,CD4/Tnaive/Tn
-9.1655,-5.9629,Neutrophils
3.8169,2.0552,CD4/Tcm
4.5966,-9.8412,CD8/Tcm
-5.9728,5.5036,Non-Plasmablasts
-1.8386,-6.5467,NK cells
4.2862,2.456,CD4/Tcm
5.8716,3.7997,CD4/Tcm
-5.8534,8.2331,Non-Plasmablasts
5.7291,3.6098,CD4/Tcm
6.0981,7.1304,CD4/Tnaive/Tn
5.0959,8.272,CD4/Tnaive/Tn
3.4505,1.3207,CD4/Tem
6.0806,3.429,CD4/Tcm
6.7484,6.7387,CD4/Tcm
4.6207,7.9886,CD4/Tnaive/Tn
-5.9671,7.6042,Non-Plasmablasts
3.9974,0.7443,CD4/Tem
5.7926,8.1412,CD4/Tnaive/Tn
7.0149,4.4731,CD4/Tcm
-5.9021,6.8577,Non-Plasmablasts
4.2199,-8.7349,CD8/Tcm
-6.9333,6.5722,Non-Plasmablasts
-4.3732,5.6037,Non-Plasmablasts
7.2529,2.5259,CD4/Tcm
3.2726,-12.33,CD8/Tnaive/Tn
7.1535,2.4763,CD4/Tcm
4.2607,2.7183,CD4/Tcm
9.33,3.3009,CD4/Tem
4.4891,-9.699,CD8/Tem
8.4848,5.9062,CD4/Tcm
8.5265,1.6288,CD4/Tem
4.9233,-8.488,CD8/Tcm
5.9926,8.6593,CD4/Tnaive/Tn
5.7747,7.6438,CD4/Tnaive/Tn
4.8263,6.5863,CD4/Tcm
6.9198,6.7964,CD4/Tnaive/Tn-like
4.9656,-12.069,CD8/Tcm
5.467,3.6457,CD4/Tcm
2.5308,-3.6756,ILCs
3.6663,3.3548,CD4/Tcm
10.266,3.6509,CD4/Tem
7.5809,5.4237,CD4/Tcm
8.263,5.7072,CD4/Tcm
5.0159,2.2106,CD4/Tcm
9.1088,1.422,CD4/Tem
7.9491,6.2098,CD4/Tnaive/Tn-like
4.7883,-9.5219,CD8/Tcm
6.7109,2.0433,CD4/Tem
4.1989,-9.2082,CD8/Tem
-5.2357,7.537,Non-Plasmablasts
7.9673,4.1044,CD4/Tcm
8.914,2.1304,CD4/Tem
-6.5331,9.009,Non-Plasmablasts
-6.4645,8.4889,Non-Plasmablasts
5.2822,-11.605,CD8/Tnaive/Tn
5.3626,8.9764,CD4/Tcm
-6.7982,8.9958,Non-Plasmablasts
-8.4627,3.6134,Non-Plasmablasts
9.0162,4.1111,CD4/Tem
5.5833,7.4762,CD4/Tcm
-5.5088,8.5657,Non-Plasmablasts
-7.0217,8.0479,Non-Plasmablasts
7.7277,0.55892,CD4/Tcm
5.6984,3.2967,CD4/Tcm
-6.2633,9.1635,Non-Plasmablasts
8.6308,0.93448,CD4/Tem
3.3244,-12.647,CD8/Tnaive/Tn
5.2883,2.7431,CD4/Tcm
3.9226,2.1338,CD4/Tcm
4.6089,3.6005,CD4/Tcm
8.9538,1.0045,CD4/Tem
3.1603,1.1233,CD4/Tem
-4.06,7.3131,Non-Plasmablasts
3.143,-12.603,CD8/Tnaive/Tn
-6.1831,8.2915,Non-Plasmablasts
3.8454,-12.58,CD8/Tnaive/Tn
4.8227,7.3789,CD4/Tcm
5.1931,8.5228,CD4/Tnaive/Tn
-6.8584,7.5781,Non-Plasmablasts
8.6728,4.3823,CD4/Tcm
-6.2032,7.613,Non-Plasmablasts
3.5632,-11.004,CD8/Tcm
4.3481,2.9654,CD4/Tcm
6.7469,4.5295,CD4/Tnaive/Tn
7.0618,2.4237,CD4/Tem
6.2145,1.5438,CD4/Tcm
-6.3339,7.8172,Non-Plasmablasts
-8.3318,3.5325,Non-Plasmablasts
-6.4333,5.8707,Non-Plasmablasts
6.2594,6.8774,CD4/Tnaive/Tn
8.309,6.5483,CD4/Tnaive/Tn-like
-4.7357,6.206,Non-Plasmablasts
8.2169,2.0349,CD4/Tem
4.2826,1.2046,CD4/Tcm
6.5683,8.5558,CD4/Tnaive/Tn
5.2977,5.3741,CD4/Tcm
5.6084,8.269,CD4/Tnaive/Tn
4.9533,7.9582,CD4/Tnaive/Tn
5.493,6.2147,CD4/Tcm
6.0738,2.9717,CD4/Tcm
4.6405,0.99133,CD4/Tem
3.602,-9.3421,CD8/Temra
4.511,-12.587,CD8/Tnaive/Tn
4.3941,8.9838,CD4/Tnaive/Tn
8.0479,1.248,CD4/Tem
5.5695,9.2111,CD4/Tnaive/Tn
4.8452,-0.19282,CD4/Tem
5.4559,8.2936,CD4/Tnaive/Tn
5.9715,7.3691,CD4/Tnaive/Tn
4.9499,-9.6207,CD8/Tcm
-5.9213,8.4706,Non-Plasmablasts
4.7307,-11.84,CD8/Tnaive/Tn
-6.7698,8.4707,Non-Plasmablasts
2.7448,-5.1916,ILCs
7.5274,4.8101,CD4/Tcm
8.1747,1.3906,CD4/Tem
4.5856,6.9776,CD4/Tnaive/Tn
-2.3368,-3.1217,CD4/Tcm
5.5898,8.1971,CD4/Tcm
-8.603,5.9603,Non-Plasmablasts
4.5975,-12.074,CD8/Tnaive/Tn
3.4107,-11.881,CD8/Tnaive/Tn
-6.9208,5.7968,Non-Plasmablasts
-7.2061,6.3134,Non-Plasmablasts
4.9025,-9.1116,CD8/Tcm
6.3536,2.609,CD4/Tcm
5.6637,4.9097,CD4/Tcm
4.5606,4.7745,CD4/Tcm
-8.5018,4.9168,Non-Plasmablasts
8.4786,2.2876,CD4/Tcm
4.5353,-12.507,CD8/Tnaive/Tn
4.3256,3.3351,CD4/Tcm
5.4506,6.0205,CD4/Tcm
-7.7663,4.6209,Non-Plasmablasts
-6.8657,7.6118,Non-Plasmablasts
8.4041,1.9695,CD4/Tem
-4.5365,6.0321,Non-Plasmablasts
4.8579,-6.5965,CD8/Tcm
3.7672,-11.955,CD8/Tnaive/Tn
2.404,-7.3778,CD8/Temra
6.0882,7.9682,CD4/Tcm
-8.3637,3.8209,Non-Plasmablasts
5.227,7.0799,CD4/Tnaive/Tn
6.0688,3.2216,CD4/Tcm
5.2935,-9.2077,CD8/Tcm
5.2202,-11.502,CD8/Tnaive/Tn
5.5551,3.5805,CD4/Tcm
3.6783,-11.07,CD8/Tnaive/Tn
-5.3402,6.851,Non-Plasmablasts
5.278,-9.0305,CD8/Tcm
-9.7407,-5.6573,Neutrophils
2.8997,-10.784,CD8/Tcm
6.5961,6.9412,CD4/Tcm
-8.5046,5.0946,Non-Plasmablasts
8.8873,2.0712,CD4/Tem
4.685,-12.701,CD8/Tcm
5.1346,-8.8652,CD8/Tcm
10.131,3.0883,CD4/Tcm
4.6387,8.3564,CD4/Tnaive/Tn
7.3437,5.6447,CD4/Tnaive/Tn-like
6.8405,3.6206,CD4/Tcm
4.2324,2.9907,CD4/Tcm
4.8265,0.93811,CD4/Tem
-8.7923,3.4913,Non-Plasmablasts
-7.6923,5.5196,Non-Plasmablasts
8.3673,3.2387,CD4/Tem
3.2477,-12.561,CD8/Tnaive/Tn
3.8859,-8.5486,CD8/Tcm
3.6744,-8.2602,CD8/Tem
6.071,8.8291,CD4/Tnaive/Tn
3.4808,-11.93,CD8/Tnaive/Tn
8.3014,4.9314,CD4/Tem
-6.0539,8.1123,Non-Plasmablasts
4.9305,-9.6037,CD8/Tcm
5.6348,8.8433,CD4/Tcm
-5.7774,7.6991,Non-Plasmablasts
-6.8597,5.0013,Non-Plasmablasts
5.8078,1.8671,CD4/Tcm
4.1754,-9.223,CD8/Tcm
5.4452,3.7309,CD4/Tcm
5.239,-7.0916,CD8/Tem
5.9079,6.6462,CD4/Tnaive/Tn
-8.4855,6.7404,Non-Plasmablasts
-7.4587,6.8986,Non-Plasmablasts
5.1764,-11.286,CD8/Tnaive/Tn
5.2697,7.276,CD4/Tcm
-7.8308,3.1913,Non-Plasmablasts
-2.8596,-2.6533,CD4/Tcm
6.2323,2.8447,CD4/Tcm
5.2633,4.4456,CD4/Tcm
3.7027,-13.339,CD8/Tnaive/Tn
-6.3847,8.4789,Non-Plasmablasts
6.2438,-7.115,CD8/Tem
8.3607,0.99197,CD4/Tcm
7.7367,4.2151,CD4/Tcm
4.627,-9.5746,CD8/Tcm
9.2801,4.2152,CD4/Tem
6.1167,-8.4281,CD8/Tcm
6.0923,-7.7166,CD8/Tem
-7.1268,8.4039,Non-Plasmablasts
-8.5698,6.4438,Non-Plasmablasts
4.7772,1.0887,CD4/Tem
-5.1185,7.0363,Non-Plasmablasts
4.9394,-8.0841,CD8/Tcm
-3.9474,6.4566,Non-Plasmablasts
5.5967,8.4417,CD4/Tnaive/Tn
-5.8186,4.7953,Non-Plasmablasts
5.5867,6.1156,CD4/Tcm
5.7299,4.255,CD4/Tcm
3.4293,-11.763,CD8/Tnaive/Tn
6.3367,6.0262,CD4/Tcm
-7.1801,7.0095,Non-Plasmablasts
6.8693,1.1509,CD4/Tcm
7.8057,6.3037,CD4/Tcm
6.519,2.6366,CD4/Tcm
9.1207,2.6375,CD4/Tcm
3.6842,-12.159,CD8/Tnaive/Tn
-8.5558,4.9406,Non-Plasmablasts
6.9036,7.9609,CD4/Tnaive/Tn
7.7468,1.126,CD4/Tem
6.4651,8.7363,CD4/Tnaive/Tn
9.1705,1.6978,CD4/Tem
-6.3846,7.3329,Non-Plasmablasts
6.2285,7.6069,CD4/Tnaive/Tn
-6.8696,8.3111,Non-Plasmablasts
5.4199,3.8541,CD4/Tcm
5.4596,9.0021,CD4/Tnaive/Tn
2.3627,-3.7878,ILCs
5.273,5.931,CD4/Tcm
3.6943,-12.978,CD8/Tnaive/Tn
-7.9093,7.1335,Non-Plasmablasts
-6.0137,8.8991,Non-Plasmablasts
-8.1917,4.752,Non-Plasmablasts
5.4705,8.1805,CD4/Tcm
4.0723,2.3216,CD4/Tcm
5.9008,7.1834,CD4/Tnaive/Tn
8.4418,3.6918,CD4/Tem
-1.6498,-4.7524,ILCs
4.9666,7.4874,CD4/Tcm
-5.6914,7.5934,Non-Plasmablasts
5.117,4.5659,CD4/Tcm
6.2579,2.5519,CD4/Tcm
7.7134,3.9873,CD4/Tcm
4.5353,7.8459,CD4/Tnaive/Tn
5.1813,7.5831,CD4/Tnaive/Tn
3.5578,-12.502,CD8/Tnaive/Tn
6.5386,8.2884,CD4/Tnaive/Tn
-6.7531,6.4174,Non-Plasmablasts
5.58,6.7044,CD4/Tnaive/Tn
4.7601,2.9716,CD4/Tcm
8.555,6.242,CD4/Tcm
3.9395,-8.2898,CD8/Tem
6.4073,8.6018,CD4/Tnaive/Tn
5.9083,-7.6421,CD8/Tem
9.3133,3.5127,CD4/Tem
6.4242,6.5767,CD4/Tcm
4.3203,-10.15,CD8/Tcm
5.495,5.0028,CD4/Tcm
5.0529,6.757,CD4/Tcm
7.9871,6.5041,CD4/Tnaive/Tn-like
-7.349,2.1343,Non-Plasmablasts
3.3602,-12.258,CD8/Tcm
7.859,5.7272,CD4/Tnaive/Tn-like
5.1757,5.0425,CD4/Tcm
9.8786,3.3863,CD4/Tem
7.0224,6.5692,CD4/Tnaive/Tn
4.3765,-8.6242,Immature granulocytes
-6.1925,7.8284,Non-Plasmablasts
-5.6664,7.9643,Non-Plasmablasts
-8.054,7.0341,Non-Plasmablasts
-4.0014,5.7648,Non-Plasmablasts
5.7375,3.5667,CD4/Tcm
-6.3827,4.639,Non-Plasmablasts
9.0402,2.6407,CD4/Tem
7.165,2.9046,CD4/Tcm
4.7151,-12.347,CD8/Tnaive/Tn
-5.4609,7.7402,Non-Plasmablasts
6.9254,1.8243,CD4/Tcm
5.2421,-8.8578,CD8/Tcm
7.5674,2.3322,CD4/Tem
6.632,7.5112,CD4/Tnaive/Tn
9.3369,3.6757,CD4/Tem
8.9983,3.3546,CD4/Tem
-7.2631,7.0312,Non-Plasmablasts
5.4142,0.056063,CD4/Tem
4.6478,-8.4016,CD8/Tem
7.7593,4.0349,CD4/Tcm
3.8095,-13.439,CD8/Tnaive/Tn
8.5876,4.5646,CD4/Tcm
9.4818,4.0519,CD4/Tcm
4.8877,-10.696,CD8/Tcm
4.5045,-9.8497,CD8/Tcm
-6.3628,6.2872,Non-Plasmablasts
-1.2957,-5.2164,Eosinophils
7.9749,3.3173,CD4/Tem
9.363,2.6448,CD4/Tcm
4.0052,-9.2738,CD8/Temra
8.1348,4.3547,CD4/Tcm
5.7968,8.8032,CD4/Tnaive/Tn
-4.9187,7.696,Non-Plasmablasts
5.7081,7.0336,CD4/Tcm
5.1007,4.8733,CD4/Tcm
4.2015,-9.6748,CD8/Tem
5.6768,5.0344,CD4/Tcm
-8.5299,2.853,Non-Plasmablasts
-5.0418,6.7953,Non-Plasmablasts
5.5387,5.6613,CD4/Tcm
-6.048,7.9527,Non-Plasmablasts
-6.6752,9.2224,Non-Plasmablasts
5.6038,3.5488,CD4/Tcm
-5.8036,8.8918,Non-Plasmablasts
6.1924,7.4083,CD4/Tcm
-8.0863,3.9219,Non-Plasmablasts
8.9021,1.5455,CD4/Tem
4.6707,1.7538,CD4/Tcm
6.498,7.9869,CD4/Tnaive/Tn
-4.8255,7.2189,Non-Plasmablasts
7.0509,4.154,CD4/Tcm
4.3526,7.0095,Neutrophils
-6.9181,5.5523,Non-Plasmablasts
6.6354,3.5015,CD4/Tcm
-6.8579,7.1374,Non-Plasmablasts
-7.4089,5.9031,Non-Plasmablasts
5.1794,7.6176,CD4/Tnaive/Tn
4.1519,2.4033,CD4/Tcm
3.256,-11.893,CD8/Tnaive/Tn
-8.9654,4.2772,Non-Plasmablasts
4.8396,2.6097,CD4/Tcm
-7.6071,6.5133,Non-Plasmablasts
2.5738,-7.8657,CD8/Tem
4.9352,8.8243,CD4/Tnaive/Tn
5.7152,2.0163,CD4/Tcm
5.2011,0.97335,CD4/Tem
9.3907,2.8855,CD4/Tem
-5.196,7.2432,Non-Plasmablasts
9.1119,4.8687,CD4/Tem
5.0839,-11.437,CD8/Tnaive/Tn
5.2192,4.2484,CD4/Tcm
9.1769,5.2673,CD4/Tnaive/Tn-like
4.5002,1.6944,CD4/Tem
6.9004,1.4617,CD4/Tcm
5.4773,6.4849,CD4/Tnaive/Tn
5.9641,5.0759,CD4/Tcm
6.6285,8.269,CD4/Tnaive/Tn
9.872,2.8004,CD4/Tcm
6.5734,7.9223,CD4/Tnaive/Tn
5.9762,6.6747,CD4/Tnaive/Tn
-5.4255,8.2302,Non-Plasmablasts
6.562,-7.9035,CD8/Tem
4.8677,7.0358,CD4/Tcm
-7.1506,7.6185,Non-Plasmablasts
8.7705,1.6909,CD4/Tcm
-8.1614,2.7421,Non-Plasmablasts
3.9159,-12.649,CD8/Tnaive/Tn
8.3337,4.1435,CD4/Tcm
6.6332,2.4048,CD4/Tcm
-7.2576,8.6964,Non-Plasmablasts
6.0027,-8.0627,CD8/Tem
5.3115,-6.0225,CD8/Tem
9.3712,4.1008,CD4/Tem
4.6661,2.1239,CD4/Tcm
-6.3071,6.3752,Non-Plasmablasts
-6.6334,9.3916,Non-Plasmablasts
6.1584,8.5315,CD4/Tnaive/Tn
4.7984,1.3587,CD4/Tem
6.47,8.3892,CD4/Tnaive/Tn
-6.8521,7.1939,Non-Plasmablasts
3.3554,-12.868,CD8/Tnaive/Tn
-4.7179,7.8039,Non-Plasmablasts
-6.6768,4.8462,Non-Plasmablasts
-4.0878,7.2272,Non-Plasmablasts
3.7864,3.0515,CD4/Tcm
8.0991,6.4408,CD4/Tcm
-5.1325,5.4533,Non-Plasmablasts
7.0833,5.4508,CD4/Tcm
6.0553,5.0264,CD4/Tcm
6.1754,7.2673,CD4/Tnaive/Tn
-8.1538,6.9201,Non-Plasmablasts
-4.8567,7.1564,Non-Plasmablasts
5.3964,4.8147,CD4/Tcm
10.235,2.4574,CD4/Tcm
-7.5773,4.7733,Non-Plasmablasts
3.4554,1.7274,CD4/Tem
3.9209,2.4935,CD4/Tcm
5.9188,1.0062,CD4/Tem
6.4649,-8.3582,CD8/Tcm
5.8388,0.20342,CD4/Tem
-8.0051,4.762,Non-Plasmablasts
6.0159,6.6267,CD4/Tnaive/Tn
5.2444,4.6583,CD4/Tcm
7.8961,6.7551,CD4/Tnaive/Tn
5.3806,-9.1504,CD8/Tcm
6.335,1.1802,CD4/Tcm
4.8765,-8.7926,CD8/Tcm
7.2597,5.7157,CD4/Tnaive/Tn-like
-5.2762,7.7487,Non-Plasmablasts
-4.8206,8.3389,Non-Plasmablasts
4.8242,5.4243,CD4/Tcm
-4.0888,7.0598,Non-Plasmablasts
5.3793,3.8709,CD4/Tcm
5.9868,-7.4117,CD8/Tem
-7.1672,2.8171,Non-Plasmablasts
4.3289,2.4148,CD4/Tcm
-6.2608,6.578,Non-Plasmablasts
8.1804,1.2521,CD4/Tcm
8.6678,2.2118,CD4/Tcm
8.9149,4.2963,CD4/Tem
-7.2515,7.1615,Non-Plasmablasts
7.2834,2.7429,CD4/Tcm
7.3663,0.39472,CD4/Tem
5.1185,7.2481,CD4/Tcm
9.6972,3.8047,CD4/Tem
4.1388,-11.65,CD8/Tnaive/Tn
4.0835,-11.132,CD8/Tnaive/Tn
3.9846,1.9712,CD4/Tcm
